株S,357.80,431.00,328.40,340.50
株L,794.10,847.80,765.40,770.60
株I,455.30,546.50,435.20,445.10
株P,921.10,977.40,877.70,897.40
株R,520.40,583.60,512.70,527.50
株R,603.50,688.90,592.00,594.50
株R,386.70,484.10,340.80,356.30
株E,658.00,746.10,619.70,629.30
株G,579.40,671.50,536.70,541.60
株B,673.70,748.60,663.50,672.50
株E,956.70,1042.60,930.30,937.20
株B,589.30,647.80,559.30,560.90
株X,890.30,987.70,853.30,861.70
株P,763.50,832.30,762.20,765.70
株W,699.20,756.30,666.90,686.50
株N,847.20,923.50,807.30,827.30
株P,550.20,639.40,543.00,547.00
株A,553.90,607.60,519.40,533.10
株B,973.10,1073.10,946.20,965.30
株Q,819.60,881.40,816.10,827.70
株N,654.70,754.10,651.70,664.10
株I,787.10,883.20,774.00,781.40
株V,384.80,475.80,360.70,372.80
株Q,899.70,971.80,869.90,880.00
株H,359.10,427.70,319.00,328.00
株K,390.50,490.30,356.30,365.20
株G,963.80,1036.30,937.70,945.70
株L,465.40,545.20,452.50,457.30
株O,542.10,630.70,540.40,556.70
株G,813.20,871.30,804.40,815.80
株W,508.90,566.00,478.70,488.00
株H,456.00,539.10,449.60,452.50
株W,983.30,1080.30,959.50,962.60
株U,676.40,741.50,671.20,674.00
株I,730.10,823.10,712.60,726.80
株P,436.10,518.60,408.30,415.60
株E,843.80,931.70,816.50,832.90
株F,757.40,820.90,746.20,763.60
株D,685.00,770.60,649.70,651.60
株E,804.00,862.80,766.80,772.60
株O,531.60,623.70,483.30,491.60
株A,937.10,1034.70,914.20,932.30
株Y,536.70,594.20,495.20,500.90
株W,372.80,439.60,324.10,334.30
株Q,488.50,551.50,481.70,493.20
株B,457.80,528.10,439.70,442.80
株H,493.00,557.80,452.60,471.50
株W,428.50,494.20,417.00,421.00
株Q,351.60,412.80,317.00,320.10
株Q,535.00,624.80,505.20,510.80
株G,690.20,784.20,679.30,694.40
株Q,504.20,561.10,464.70,472.20
株R,411.20,471.10,367.90,379.90
株Y,328.70,407.80,320.50,335.90
株J,458.00,544.20,428.40,430.00
株O,780.70,838.70,741.10,753.60
株G,616.80,700.40,586.10,599.40
株W,457.60,528.70,429.50,444.40
株B,511.10,573.50,462.40,466.70
株Y,982.20,1053.30,974.20,978.00
株B,968.50,1021.70,954.40,955.80
株S,848.80,909.50,819.90,821.30
株G,848.10,937.50,811.80,815.10
株T,775.50,836.40,731.60,736.20
株Q,958.80,1058.30,939.60,949.20
株T,413.90,471.60,374.30,382.00
株W,394.50,445.30,383.40,398.30
株K,564.60,631.00,549.70,557.80
株X,729.80,825.70,718.70,738.00
株R,445.90,537.20,440.10,453.30
株A,999.00,1074.90,990.60,999.30
株Y,978.60,1048.10,954.10,967.40
株R,974.80,1032.80,955.70,973.00
株C,303.40,393.90,287.20,294.70
株P,302.50,382.20,282.70,296.50
株T,950.80,1024.60,947.70,949.20
株K,381.90,477.30,332.80,347.40
株W,815.60,878.20,803.70,820.20
株I,492.70,580.10,479.80,498.90
株P,597.00,684.80,566.70,575.90
株O,615.40,683.90,570.50,577.20
株S,589.80,651.20,567.50,575.70
株D,503.50,582.30,489.80,501.50
株L,533.10,605.60,528.80,540.90
株N,652.40,726.50,637.80,653.50
株F,600.20,676.70,556.40,566.80
株N,972.10,1034.80,923.30,931.70
株R,450.80,546.30,444.50,454.90
株B,567.50,662.00,535.30,552.80
株S,822.50,906.60,802.50,807.50
株D,852.30,931.40,821.80,832.70
株P,778.90,831.00,750.20,756.30
株X,655.40,738.70,637.50,655.60
株V,891.90,981.50,876.30,894.70
株M,738.90,805.90,734.00,749.00
株O,490.50,545.20,455.90,471.70
株H,372.70,468.50,355.70,371.80
株E,812.80,898.30,806.40,808.70
株O,488.70,564.30,450.50,464.80
株L,409.30,477.90,387.80,400.40
株H,663.30,762.30,652.00,660.70
株T,996.40,1081.10,974.30,985.00
株R,455.30,543.20,431.80,439.10
株H,859.70,949.70,832.40,833.50
株R,782.10,860.90,737.20,748.00
株U,306.30,383.30,293.70,304.70
株Y,817.20,867.30,778.20,788.20
株C,913.80,964.80,911.50,927.50
株F,303.00,362.50,260.20,278.30
株A,670.50,751.70,639.80,655.80
株Q,639.70,730.40,600.60,602.40
株X,898.80,965.70,870.20,884.60
株S,697.20,779.90,666.90,682.90
株S,728.20,828.20,684.60,696.50
株W,849.40,909.70,826.00,827.60
株D,975.60,1061.30,939.00,952.20
株N,803.90,854.50,786.90,803.90
株B,777.70,874.90,751.50,764.60
株P,901.30,1000.70,866.20,882.80
株M,959.00,1023.90,941.90,957.10
株E,465.50,540.80,433.10,446.60
株G,669.40,758.60,633.30,636.80
株P,804.00,881.90,782.30,801.10
株J,756.70,818.00,712.60,718.40
株S,937.70,992.10,932.40,949.60
株N,323.90,410.50,305.70,308.20
株D,659.00,753.30,645.80,650.30
株J,917.30,1014.70,903.40,914.30
株F,968.80,1062.70,927.00,929.60
株E,701.90,756.50,681.70,690.00
株M,908.90,1004.60,869.40,877.60
株S,758.10,847.00,721.10,723.30
株H,473.70,563.20,469.40,487.60
株U,669.00,754.70,644.10,660.80
株H,829.80,908.90,815.50,829.50
株S,971.30,1052.00,930.60,944.60
株O,446.40,517.20,440.10,455.20
株T,556.80,614.00,539.40,545.90
株J,729.20,786.60,712.00,726.30
株Y,583.10,653.70,564.50,568.70
株X,465.80,549.30,431.20,435.10
株Q,452.10,521.50,444.20,445.70
株R,584.10,670.70,556.70,561.10
株N,382.40,462.90,366.20,385.60
株F,982.60,1069.80,945.00,963.50
株P,345.30,444.10,323.30,339.60
株G,800.10,854.20,751.10,755.50
株F,545.90,637.50,544.40,560.70
株K,587.70,687.60,573.90,592.10
株H,900.20,994.00,867.60,869.80
株O,555.70,636.40,537.90,553.10
株H,823.30,908.50,792.90,799.50
株A,670.60,734.30,649.00,651.30
株D,439.20,515.50,392.10,395.00
株B,717.30,790.80,678.00,679.80
株A,786.10,875.30,753.00,772.10
株L,988.90,1039.70,978.40,989.70
株E,959.20,1013.80,957.30,970.20
株J,730.40,789.10,688.10,704.60
株H,897.20,994.50,875.80,882.60
株F,788.40,856.30,765.80,768.80
株J,997.70,1069.80,957.20,965.50
株M,904.40,988.90,891.50,894.80
株S,707.90,781.80,694.00,699.90
株Y,739.10,808.00,710.20,720.30
株Y,800.80,882.50,783.90,796.20
株L,737.80,810.60,711.10,723.00
株T,835.00,900.90,803.10,812.20
株H,837.50,931.00,832.90,836.50
株D,947.60,1020.70,904.40,910.40
株O,751.90,811.00,734.30,739.60
株N,494.40,546.20,448.90,468.70
株C,579.20,641.50,557.40,570.80
株A,435.00,505.10,415.80,421.90
株I,736.60,836.50,689.50,700.70
株Q,766.50,824.50,745.20,750.20
株E,853.60,940.80,808.10,820.10
株H,734.40,798.60,719.20,730.10
株Y,558.70,615.10,520.80,526.10
株S,536.60,611.80,534.80,549.70
株K,320.80,386.20,318.90,332.30
株F,497.60,574.60,456.40,464.20
株Q,867.90,928.40,866.80,871.20
株T,774.90,842.80,766.40,776.10
株I,902.50,963.60,870.10,878.70
株F,596.80,666.00,590.20,594.60
株Y,854.60,907.20,819.50,837.80
株K,451.80,550.40,427.30,443.00
株O,862.60,947.40,849.60,853.80
株K,651.30,744.90,644.80,649.30
株O,303.30,369.30,258.10,274.60
株A,437.50,519.90,418.30,437.70
株R,580.10,664.40,544.20,555.70
株O,901.60,964.00,898.10,912.10
株U,813.60,865.40,780.00,795.90
株I,914.40,1007.50,890.30,904.70
株J,906.00,968.50,856.90,860.90
株G,495.40,563.20,489.30,505.50
株S,636.20,713.90,616.40,628.20
株C,726.70,820.40,700.50,717.10
株T,883.90,943.50,856.50,858.90
株K,508.60,559.80,500.10,509.50
株E,315.40,390.40,279.70,283.30
株E,706.20,794.80,662.60,681.80
株C,914.00,966.30,871.80,875.10
株J,631.00,702.20,610.90,623.00
株M,930.50,998.60,912.40,924.20
株A,731.70,791.00,719.70,739.00
株F,342.30,399.00,316.10,333.40
株V,706.50,775.00,689.80,698.70
株I,617.30,701.80,591.80,594.70
株Q,812.10,872.30,804.70,807.10
株W,347.00,426.00,338.30,345.30
株F,484.90,544.90,439.40,449.40
株E,563.00,628.70,533.10,536.50
株I,482.90,580.60,473.00,476.10
株J,779.40,833.20,769.70,771.90
株K,330.60,407.50,300.90,315.70
株M,349.30,432.80,313.30,324.70
株Y,690.20,789.40,642.70,655.70
株E,821.60,893.70,793.00,795.10
株T,334.80,418.00,285.00,290.30
株I,920.20,986.90,906.00,908.80
株C,561.80,661.30,535.50,549.80
株O,751.40,841.60,701.50,711.90
株K,437.30,516.60,393.20,395.60
株A,998.60,1079.30,963.10,973.90
株Q,637.70,734.70,590.30,600.40
株H,890.60,976.90,884.10,891.50
株W,351.40,415.90,315.50,328.70
株D,439.00,529.30,410.70,411.80
株U,672.60,770.10,657.90,664.50
株T,379.10,458.30,360.10,362.90
株B,758.10,856.40,740.40,759.20
株E,645.00,741.60,634.60,647.30
株W,544.90,644.10,543.80,553.80
株N,386.30,467.10,367.20,383.00
株V,833.80,903.80,796.20,806.10
株A,896.90,983.60,872.30,890.20
株P,683.20,762.00,643.20,657.60
株L,478.60,565.20,443.20,450.50
株C,425.30,494.20,397.30,403.80
株E,808.90,869.50,799.40,816.80
株U,602.40,695.20,574.80,579.40
株V,832.50,892.10,815.90,818.50
株K,954.00,1029.30,904.80,914.40
株C,623.70,720.40,587.40,593.10
株L,921.80,988.30,877.50,887.20
株G,406.10,470.30,385.60,390.20
株I,313.10,390.30,276.50,291.50
株S,635.40,724.00,609.30,624.50
株V,600.20,692.70,559.20,561.60
株D,575.20,637.20,571.50,573.00
株C,950.00,1039.30,942.90,957.10
株B,344.60,436.60,327.50,331.90
株T,527.80,615.10,521.70,537.30
株C,568.30,640.50,549.80,567.30
株N,984.50,1062.30,939.70,946.40
株G,645.50,714.40,624.90,631.40
株T,500.30,569.60,467.70,484.10
株X,455.20,538.90,426.20,429.00
株P,659.30,734.20,632.70,638.80
株U,456.80,545.30,413.50,429.30
株N,494.30,590.30,483.90,498.70
株D,339.00,429.10,309.40,326.30
株G,530.30,608.50,511.60,526.00
株M,661.70,744.40,634.80,643.50
株Q,769.20,863.40,754.80,762.40
株F,471.10,568.20,449.40,451.40
株Q,825.00,884.10,819.20,825.80
株A,730.40,827.60,697.20,704.90
株S,506.50,582.90,483.50,496.00
株D,302.50,375.40,270.80,279.30
株K,789.90,859.50,781.50,788.20
株C,562.30,645.90,528.50,548.10
株J,905.50,1003.60,887.20,901.20
株Q,389.80,489.80,366.40,369.90
株W,419.00,480.90,405.00,417.50
株J,375.00,434.00,330.90,341.70
株V,694.40,759.30,680.30,685.90
株S,833.50,906.40,819.90,829.30
株P,421.00,502.70,403.10,419.20
株K,863.00,920.70,843.50,854.20
株Y,752.60,830.60,714.00,717.00
株W,949.20,1042.50,918.60,926.50
株E,843.00,932.50,823.40,832.90
株A,312.00,389.90,287.60,290.30
株A,417.90,489.20,369.10,378.40
株B,992.00,1042.90,963.10,979.10
株W,582.80,646.10,554.00,559.20
株I,386.60,478.20,351.20,369.40
株X,502.00,580.60,479.60,492.30
株F,986.40,1054.30,972.30,985.00
株U,902.40,1001.60,893.80,910.40
株P,475.00,535.10,467.30,479.20
株B,891.30,965.50,845.90,862.10
株E,781.40,857.90,760.70,762.80
株K,750.20,836.40,701.10,707.30
株P,479.40,552.00,440.90,455.60
株X,913.50,974.70,866.00,885.80
株T,420.20,507.00,404.10,423.10
株V,961.80,1015.20,913.50,924.20
株X,788.20,879.80,764.50,777.80
株B,714.60,785.60,700.60,717.80
株F,453.70,510.40,436.20,442.60
株Y,999.90,1097.70,996.30,1003.10
株G,836.50,909.80,833.80,852.10
株S,483.30,578.60,466.10,481.70
株V,359.60,449.90,330.70,334.00
株D,847.50,938.60,840.60,848.80
株X,634.30,716.50,630.10,632.90
株S,558.60,648.30,530.00,540.20
株Q,937.70,1025.20,901.10,909.40
株I,836.10,910.20,834.70,836.90
株X,980.80,1057.20,949.70,953.60
株F,419.30,482.90,376.50,389.70
株I,301.40,377.30,297.40,316.10
株U,590.90,664.40,589.10,603.30
株G,409.70,499.00,406.50,410.30
株B,331.70,430.30,313.20,326.00
株O,312.40,372.90,281.20,288.80
株M,823.20,919.40,805.40,812.00
株M,397.20,453.20,374.80,377.20
株I,932.50,1004.60,919.30,927.20
株S,780.30,835.10,757.30,762.80
株N,515.30,589.70,499.40,507.90
株E,473.80,553.70,446.60,463.10
株B,669.90,744.30,632.30,635.40
株C,543.40,601.90,542.30,549.10
株U,382.00,436.30,332.70,348.30
株P,679.80,752.20,677.80,688.20
株W,711.50,811.40,705.00,712.60
株J,757.10,815.30,709.30,727.80
株I,867.60,940.10,851.90,859.50
株N,539.00,600.70,502.50,511.30
株N,554.00,617.40,546.10,565.90
株I,550.90,615.80,524.50,539.00
株L,916.90,981.20,869.60,878.90
株I,440.70,491.70,411.30,424.60
株U,738.20,821.10,688.40,701.90
株T,778.60,852.90,746.40,756.60
株B,784.00,850.40,739.70,743.10
株W,789.70,876.10,745.50,753.40
株T,530.40,596.20,520.80,538.00
株P,489.70,578.20,451.30,462.70
株C,540.20,597.00,529.60,540.00
株F,320.70,403.00,316.20,324.90
株E,631.40,720.10,584.50,592.60
株F,738.80,818.40,691.40,703.00
株X,717.70,777.80,708.50,719.90
株M,749.00,815.50,724.20,740.40
株W,718.50,793.50,700.40,717.40
株X,651.10,720.80,640.60,648.80
株P,634.50,723.60,625.20,645.10
株P,717.60,773.20,693.40,707.80
株B,373.40,443.70,331.90,334.60
株Y,408.70,492.00,362.60,371.10
株P,923.50,1022.20,910.10,924.10
株I,425.80,507.90,391.60,398.20
株U,969.20,1059.20,935.70,954.80
株S,444.80,509.50,424.80,437.80
株K,896.60,963.40,872.80,885.40
株S,712.10,763.10,702.70,708.70
株F,945.10,1022.00,914.90,928.30
株P,379.90,438.30,349.20,364.60
株J,785.90,849.30,758.20,774.50
株M,516.10,607.00,507.60,517.40
株W,475.10,570.00,463.90,482.20
株X,384.50,461.70,368.90,382.80
株F,591.60,680.30,572.70,575.70
株V,717.90,812.40,674.80,690.00
株L,430.10,488.90,388.40,394.50
株I,591.40,689.60,555.70,560.30
株R,627.80,705.30,624.80,644.10
株D,515.90,604.00,508.20,512.20
株G,830.20,883.60,808.60,823.60
株X,746.70,833.20,709.70,718.10
株I,589.50,687.30,578.00,586.20
株I,513.40,592.40,485.40,490.60
株N,738.20,806.60,698.50,714.80
株W,800.90,898.40,773.80,787.20
株C,511.00,562.60,471.10,490.00
株V,372.80,426.20,356.90,373.90
株Q,504.50,592.70,481.90,497.00
株V,848.90,911.20,843.90,853.70
株G,479.30,571.20,440.70,445.40
株R,895.00,993.40,850.20,852.20
株J,311.70,382.60,305.80,311.60
株D,470.10,539.50,458.70,467.00
株E,959.10,1038.90,945.70,949.00
株K,895.70,961.10,869.60,874.50
株P,365.40,420.90,338.00,349.10
株B,759.50,831.40,712.30,720.60
株V,411.20,471.40,362.00,378.10
株Y,474.30,542.40,469.20,485.00
株H,478.00,573.40,447.50,453.50
株U,472.20,544.10,450.70,455.20
株T,973.60,1069.50,949.30,966.00
株S,386.40,476.60,341.30,357.60
株Q,641.20,696.60,619.30,623.20
株G,681.00,767.20,637.80,639.60
株N,484.40,576.60,455.70,457.50
株L,824.30,908.40,784.10,803.30
株P,356.60,425.80,338.00,344.90
株N,451.30,526.90,444.60,455.10
株G,304.90,390.70,256.90,263.20
株X,597.80,686.70,572.00,591.60
株O,886.70,946.10,846.10,863.40
株Y,983.60,1040.50,961.20,980.90
株D,908.70,981.50,893.60,899.00
株G,493.30,561.60,484.50,494.40
株C,319.60,378.30,289.20,297.50
株W,842.20,906.00,808.60,818.80
株D,394.40,448.50,345.60,357.60
株Y,945.40,1017.40,925.00,934.50
株M,474.50,544.00,465.50,473.30
株I,760.30,833.10,752.30,766.00
株C,748.20,829.10,745.40,763.10
株J,640.90,734.10,615.80,632.20
株J,684.60,745.90,675.90,691.80
株R,860.50,920.30,849.50,855.20
株W,909.70,989.30,882.20,893.20
株U,317.90,378.00,300.60,305.10
株M,361.30,412.60,330.30,337.00
株D,897.50,950.00,872.10,892.00
株S,615.50,692.60,577.10,588.60
株P,974.90,1071.30,961.20,968.80
株V,913.60,997.00,888.80,892.70
株T,827.90,904.40,801.50,811.90
株C,344.60,409.70,335.20,351.30
株N,684.20,746.20,673.80,684.20
株R,632.30,703.70,618.20,630.60
株S,644.60,698.90,632.30,647.30
株P,770.70,860.80,728.20,736.40
株G,967.40,1048.90,953.10,955.20
株X,606.40,678.50,600.80,605.90
株S,763.30,819.10,716.60,728.90
株O,623.50,685.40,604.20,612.00
株R,922.00,988.20,886.50,902.10
株M,541.50,615.00,494.70,513.70
株D,633.00,697.40,584.00,595.60
株J,464.80,529.10,458.40,469.20
株A,398.30,453.80,389.10,399.30
株F,648.80,706.00,644.80,659.50
株B,768.90,832.20,721.50,728.80
株F,364.70,451.50,324.60,338.30
株F,867.80,931.40,820.20,838.60
株F,926.30,980.10,892.40,911.00
株W,579.70,644.50,568.50,584.10
株B,549.60,634.60,521.40,540.70
株N,773.20,845.60,750.50,766.10
株A,717.30,781.80,694.30,705.20
株W,573.40,627.10,533.00,548.40
株K,971.60,1032.20,934.20,941.60
株U,819.90,918.90,813.00,826.60
株I,760.30,831.00,740.40,751.80
株D,517.90,583.70,502.00,503.70
株M,320.90,375.20,318.10,327.90
株W,809.00,865.20,793.90,798.00
株U,723.30,813.60,674.50,681.20
株B,647.80,740.30,634.90,639.60
株H,514.50,568.80,490.80,508.60
株I,528.50,626.90,483.70,494.60
株H,926.50,1026.00,884.90,890.20
株T,638.60,712.60,598.90,618.70
株Y,987.30,1055.20,966.20,983.80
株Q,780.40,839.50,758.10,771.10
株P,615.80,701.30,588.00,589.80
株N,987.90,1053.40,971.70,989.70
株U,816.20,877.00,799.90,812.20
株T,861.20,950.50,819.90,827.40
株R,420.30,473.90,372.70,377.00
株B,565.70,665.10,522.70,538.00
株B,324.00,388.40,306.20,317.90
株F,690.00,751.50,663.70,681.00
株P,872.80,934.70,834.50,836.60
株C,696.30,765.50,693.20,702.50
株E,405.10,492.90,373.30,379.70
株P,904.00,983.00,897.60,914.30
株G,950.20,1044.50,944.90,954.30
株N,741.40,798.00,729.50,745.20
株U,486.50,543.70,466.50,481.80
株S,981.80,1038.10,952.60,953.60
株S,495.90,591.60,464.70,473.60
株O,342.60,428.50,324.10,327.40
株I,868.40,942.00,864.30,875.00
株H,539.40,631.10,497.00,513.20
株N,324.30,385.00,284.70,295.80
株J,445.30,517.50,444.00,453.90
株G,856.80,914.80,829.70,833.30
株I,308.00,375.80,274.40,284.80
株O,775.20,832.40,762.60,768.80
株M,388.50,481.20,358.00,365.60
株V,879.80,946.10,856.30,863.20
株J,755.10,839.00,730.30,748.30
株O,753.60,806.70,728.00,743.50
株G,877.20,956.40,847.70,856.30
株Q,738.60,812.90,699.80,714.20
株P,957.30,1042.10,922.00,939.00
株T,418.70,485.70,412.90,423.50
株N,993.00,1090.20,980.90,991.80
株L,487.80,539.10,477.50,493.20
株S,397.00,486.40,385.10,398.10
株G,632.60,700.30,609.80,627.90
